Filename,site,Prefix,N_column,S_column,Start_year,End_year,N_years,p_val_ttest,p_val_slope,std_N,std_S,Mean,Slope,R2
cana377.rwl.csv,CANA377,V0005,V0005N,V0005S,1901,1999,99,0.081437799,1.16E-14,0.075002813,0.079388212,0.98260216,0.004040978,0.460660138
cana377.rwl.csv,CANA377,V0056,V0056N,V0056S,1901,1999,99,0.731706177,0.000982159,0.08948687,0.185037163,0.984159855,-0.004423256,0.106439479
cana377.rwl.csv,CANA377,V0059,V0059N,V0059S,1901,1999,99,0.204237127,1.10E-06,0.099518433,0.068609569,1.104331993,-0.004455602,0.21810325
cana377.rwl.csv,CANA377,V0062,V0062N,V0062S,1901,1994,94,8.51E-07,2.08E-09,0.09309556,0.08608444,1.246605215,0.006688461,0.324482847
cana377.rwl.csv,CANA377,V0065,V0065N,V0065S,1901,1999,99,1.08E-06,4.20E-09,0.197219239,0.090523938,0.988294789,0.009800893,0.300747107
cana377.rwl.csv,CANA377,V0066,V0066N,V0066S,1901,1999,99,0.225664399,8.09E-10,0.057181675,0.07347328,1.041562322,0.004085408,0.323619102
cana378.rwl.csv,CANA378,YV304,YV304N,YV304S,1901,1992,92,0.43286444,5.84E-24,0.269599778,0.186502626,1.264347528,0.0187284,0.679525061
cana378.rwl.csv,CANA378,YV315,YV315N,YV315S,1901,1956,56,2.42E-17,0.000969159,0.163613478,0.192535208,1.787684302,0.017082981,0.184070779
cana378.rwl.csv,CANA378,YV323,YV323N,YV323S,1901,2002,102,0.043732632,0.001429416,0.225873947,0.212295685,0.987637025,0.001016804,0.097132798
cana378.rwl.csv,CANA378,YV332,YV332N,YV332S,1901,2002,102,1.54E-07,1.68E-10,0.079348179,0.083208117,1.297783571,-0.007722931,0.336399544
cana378.rwl.csv,CANA378,YV335,YV335N,YV335S,1901,2002,102,1.20E-14,0.001305202,0.179154988,0.146435571,1.305320442,0.003284951,0.098653091
cana379.rwl.csv,CANA379,R0002,R0002N,R0002S,1901,1999,99,0.000599145,2.72E-10,0.144544355,0.120862238,1.225835452,0.008065107,0.338360554
cana379.rwl.csv,CANA379,R0003,R0003N,R0003S,1901,1999,99,0.000151574,1.87E-06,0.366758284,0.189146624,1.000467146,-0.008301939,0.209822999
cana379.rwl.csv,CANA379,R0009,R0009N,R0009S,1901,1999,99,1.52E-29,1.35E-11,0.135179274,0.214164892,1.948565249,0.013323076,0.377394655
cana379.rwl.csv,CANA379,R0013,R0013N,R0013S,1901,1999,99,0.00012822,0.001674724,0.219474064,0.160689903,0.927827342,0.003134961,0.097271432
cana379.rwl.csv,CANA379,R0018,R0018N,R0018S,1901,1999,99,6.17E-28,2.42E-09,0.121632491,0.053295894,0.565456542,0.003410884,0.308490608
cana379.rwl.csv,CANA379,R0021,R0021N,R0021S,1901,1999,99,4.34E-19,6.51E-06,0.127594332,0.089695163,0.814490067,0.002687331,0.189963787
cana379.rwl.csv,CANA379,R0026,R0026N,R0026S,1901,1999,99,6.40E-11,2.41E-17,0.273810172,0.297174889,0.814008684,-0.007852687,0.52456344
cana382.rwl.csv,CANA382,S0000,S0000N,S0000S,1901,1999,99,1.19E-05,9.12E-07,0.152422519,0.173736034,1.082156995,-0.002987261,0.221025201
cana382.rwl.csv,CANA382,S0001,S0001N,S0001S,1901,1999,99,0.053111584,0.012919522,0.069040358,0.062254149,1.136363932,0.003942377,0.062032353
cana382.rwl.csv,CANA382,S0007,S0007N,S0007S,1901,1999,99,1.50E-17,1.02E-18,0.090349784,0.28638287,1.904333285,0.01603221,0.554370084
cana382.rwl.csv,CANA382,S0014,S0014N,S0014S,1901,1999,99,0.049257449,0.047830702,0.060422438,0.062408701,1.087423957,-0.001992598,0.039765999
cana382.rwl.csv,CANA382,S0015,S0015N,S0015S,1901,1994,94,0.315456223,0.000424036,0.0645563,0.054892591,1.019399594,0.003331646,0.126949711
cana382.rwl.csv,CANA382,S0021,S0021N,S0021S,1901,1999,99,6.00E-15,1.51E-06,0.191483792,0.147988241,1.310736124,0.005538039,0.213107166
cana382.rwl.csv,CANA382,S0022,S0022N,S0022S,1901,1999,99,7.58E-36,0.03869637,0.093295778,0.083123015,0.697595683,-0.000874503,0.043323751
cana382.rwl.csv,CANA382,S0025,S0025N,S0025S,1901,1999,99,3.79E-17,3.94E-16,0.087823624,0.203116066,1.541206709,-0.01325151,0.49665732
cana383.rwl.csv,CANA383,YS211,YS211N,YS211S,1901,2001,101,4.39E-13,0.002424444,0.297721544,0.122392014,0.757838567,-0.002804337,0.089137381
cana383.rwl.csv,CANA383,YS212,YS212N,YS212S,1901,1959,59,0.056278476,0.018072012,0.06401125,0.066039589,0.968182146,0.004268553,0.094177594
cana383.rwl.csv,CANA383,YS213,YS213N,YS213S,1901,2001,101,8.70E-22,8.90E-06,0.07436259,0.102476267,1.515506935,0.006329951,0.181539801
cana383.rwl.csv,CANA383,YS214,YS214N,YS214S,1901,2001,101,6.69E-15,8.61E-17,0.059533101,0.131532289,1.365547521,-0.010111167,0.504891307
cana383.rwl.csv,CANA383,YS215,YS215N,YS215S,1910,2001,92,9.79E-07,1.13E-15,0.248350822,0.290771197,1.205234239,0.009239591,0.511757899
cana383.rwl.csv,CANA383,YS217,YS217N,YS217S,1901,2001,101,0.213110743,1.91E-14,0.114396313,0.130240205,1.002550594,-0.008156489,0.448458261
cana383.rwl.csv,CANA383,YS223,YS223N,YS223S,1901,2001,101,3.55E-15,9.26E-21,0.091312923,0.109824804,1.603733736,-0.013946207,0.587734254
cana383.rwl.csv,CANA383,YS225,YS225N,YS225S,1901,2001,101,4.61E-07,0.047158649,0.120864058,0.119997492,1.161019052,0.001736512,0.039206676
cana383.rwl.csv,CANA383,YS230,YS230N,YS230S,1901,2001,101,0.000664787,6.53E-11,0.109682956,0.105812609,1.032007607,-0.001422649,0.351420163
cana384.rwl.csv,CANA384,M0005,M0005N,M0005S,1901,1999,99,0.562786222,0.003751888,0.141385951,0.184113321,0.991257025,-0.003651429,0.083363062
cana384.rwl.csv,CANA384,M0011,M0011N,M0011S,1901,1999,99,7.90E-10,4.73E-09,0.131478022,0.128916032,1.164213425,0.004500395,0.299079826
cana384.rwl.csv,CANA384,M0013,M0013N,M0013S,1901,1999,99,4.34E-20,8.93E-06,0.062127271,0.137037975,1.353368489,-0.004065571,0.184877649
cana384.rwl.csv,CANA384,M0018,M0018N,M0018S,1901,1999,99,4.18E-28,7.58E-21,0.10981656,0.063886138,0.609483084,0.005360016,0.59688441
cana384.rwl.csv,CANA384,M0020,M0020N,M0020S,1901,1999,99,0.078511789,6.92E-10,0.112167083,0.091888378,1.015058293,0.004621394,0.325756915
cana384.rwl.csv,CANA384,M0023,M0023N,M0023S,1901,1999,99,0.002078187,8.20E-13,0.127079303,0.131321645,0.903763256,-0.009835094,0.411854987
cana384.rwl.csv,CANA384,M0025,M0025N,M0025S,1901,1999,99,1.35E-32,1.05E-27,0.102843549,0.058428626,0.412555828,-0.006351851,0.708409453
cana384.rwl.csv,CANA384,YS421,YS421N,YS421S,1901,2003,103,2.57E-07,3.74E-05,0.176616479,0.130878288,0.931441636,0.002324962,0.155606449
cana384.rwl.csv,CANA384,YS408,YS408N,YS408S,1901,2003,103,1.79E-43,0.000650318,0.147280458,0.117374369,0.674506889,-0.001239089,0.109236126
cana384.rwl.csv,CANA384,YS416,YS416N,YS416S,1901,2003,103,1.34E-33,3.52E-08,0.259931128,0.117638765,0.558205255,0.003754702,0.260957744
cana384.rwl.csv,CANA384,YS432,YS432N,YS432S,1901,1948,48,0.000463878,1.51E-06,0.239538149,0.321386182,0.867347113,-0.008509674,0.39836029
cana384.rwl.csv,CANA384,YS422,YS422N,YS422S,1901,1994,94,0.019702232,0.000718862,0.126693133,0.134445814,1.056623374,-0.002288685,0.117517688
cana384.rwl.csv,CANA384,YS405,YS405N,YS405S,1901,2003,103,1.22E-34,0.023543454,0.151887687,0.115226588,0.649038234,-0.001159787,0.049742915
cana384.rwl.csv,CANA384,YS412,YS412N,YS412S,1901,2003,103,0.013481171,0.009422639,0.397357112,0.325488089,0.991364508,0.001328544,0.064871257
cana384.rwl.csv,CANA384,YS410,YS410N,YS410S,1901,2003,103,9.92E-10,0.001748331,0.11985321,0.127218386,1.222209689,0.002938252,0.092873754
cana384.rwl.csv,CANA384,YS406,YS406N,YS406S,1901,2003,103,0.080561629,6.19E-06,0.117199487,0.081217239,1.087197767,0.003207698,0.183935236
cana384.rwl.csv,CANA384,YS433,YS433N,YS433S,1901,1987,87,0.000279962,3.09E-06,0.143386248,0.112775701,0.981599583,0.003521066,0.226987462
cana384.rwl.csv,CANA384,YS440,YS440N,YS440S,1901,2003,103,0.712887982,5.01E-40,0.089894394,0.134538697,1.039066553,-0.010695205,0.825108221
cana386.rwl.csv,CANA386,B3H16,B3H16N,B3H16S,1901,2002,102,0.013233604,0.031844208,0.337012803,0.384930327,1.092084376,0.001883001,0.045243231
cana386.rwl.csv,CANA386,B3H20,B3H20N,B3H20S,1901,1943,43,2.44E-11,0.013850649,0.17573795,0.125963186,0.74139543,0.004781267,0.138881506
cana387.rwl.csv,CANA387,YW450,YW450N,YW450S,1901,2003,103,2.45E-07,4.01E-08,0.315687538,0.278866864,1.264352277,0.007046446,0.25912811
cana387.rwl.csv,CANA387,YW453,YW453N,YW453S,1901,2003,103,3.17E-07,3.68E-16,0.455898469,0.30074158,0.935888503,0.005041953,0.483426083
cana387.rwl.csv,CANA387,YW461,YW461N,YW461S,1909,2003,95,2.08E-11,4.63E-11,0.246416194,0.211184014,0.848910039,0.005115349,0.373928266
cana387.rwl.csv,CANA387,YW462,YW462N,YW462S,1901,2003,103,4.89E-12,8.87E-05,0.738504412,0.518333818,0.871414162,0.002595854,0.141751475
cana387.rwl.csv,CANA387,YW463,YW463N,YW463S,1901,2003,103,0.000287999,0.000179244,0.393672845,0.297695967,1.002905557,0.003597375,0.130348135
cana387.rwl.csv,CANA387,YW490,YW490N,YW490S,1901,2003,103,0.074833069,5.23E-09,0.374533315,0.286473281,1.013868349,0.003096307,0.287697771
cana387.rwl.csv,CANA387,YW491,YW491N,YW491S,1901,2003,103,0.052425101,5.27E-07,0.265592793,0.311254852,0.941992136,-0.003416855,0.221461264
cana389.rwl.csv,CANA389,J0017,J0017N,J0017S,1901,1982,82,2.88E-06,0.006528861,0.374319465,0.248107329,0.888848333,0.004888461,0.088854736
cana389.rwl.csv,CANA389,J0019,J0019N,J0019S,1901,1998,98,2.08E-19,0.000359761,0.476940783,0.311928959,0.758353945,0.002188739,0.124791344
cana389.rwl.csv,CANA389,J0023,J0023N,J0023S,1901,1976,76,3.48E-09,7.25E-15,0.756261903,0.93051067,0.763382211,-0.009484026,0.560943106
cana389.rwl.csv,CANA389,J0025,J0025N,J0025S,1915,1999,85,0.76997655,2.29E-05,0.90683608,0.860518625,1.180658122,0.006868633,0.195325768
cana391.rwl.csv,CANA391,G9801,G9801N,G9801S,1901,1997,97,2.73E-15,5.71E-07,0.478934057,0.293829271,0.791992226,0.003640987,0.232493615
cana394.rwl.csv,CANA394,YH406,YH406N,YH406S,1901,2003,103,1.17E-13,1.10E-05,0.284256735,0.31188153,0.780947924,-0.003667942,0.174946652
cana394.rwl.csv,CANA394,YH472,YH472N,YH472S,1916,2003,88,1.71E-23,3.23E-06,0.388692374,0.452963168,1.608109523,0.008421502,0.223877403
cana394.rwl.csv,CANA394,YH404,YH404N,YH404S,1923,2003,81,8.26E-12,0.036823628,0.458213044,0.417814446,0.79972603,-0.002357967,0.05400706
cana395.rwl.csv,CANA395,E0005,E0005N,E0005S,1901,1995,95,6.97E-12,4.81E-19,0.057501854,0.099092636,1.490319253,-0.017902709,0.576478981
cana397.rwl.csv,CANA397,G0005,G0005N,G0005S,1901,1999,99,1.31E-09,3.65E-09,0.119704506,0.055192458,0.855012099,0.004441015,0.302722598
cana397.rwl.csv,CANA397,G0007,G0007N,G0007S,1901,1999,99,7.71E-08,3.13E-43,0.132607908,0.07553512,0.86174849,0.014843807,0.860207555
cana397.rwl.csv,CANA397,G0010,G0010N,G0010S,1901,1999,99,6.50E-23,0.00025104,0.416392875,0.14513986,0.527854724,0.002784961,0.129680683
cana397.rwl.csv,CANA397,G0016,G0016N,G0016S,1901,1999,99,2.42E-14,0.029299417,0.19159134,0.274698074,1.568857681,0.016834774,0.048028715
cana397.rwl.csv,CANA397,G0022,G0022N,G0022S,1901,1998,98,8.91E-05,1.24E-19,0.236883718,0.265471619,0.855397584,-0.010334082,0.576968795
cana398.rwl.csv,CANA398,J9801,J9801N,J9801S,1901,1997,97,1.62E-05,1.31E-05,0.134065045,0.238405915,1.14658269,0.004711375,0.182080977
cana398.rwl.csv,CANA398,J9807,J9807N,J9807S,1901,1986,86,0.000123055,4.39E-07,0.249647693,0.328486493,1.19581686,0.007642529,0.263248738
cana398.rwl.csv,CANA398,J9811,J9811N,J9811S,1901,1967,67,0.133094627,0.022621733,0.152838281,0.150372876,1.068858418,-0.00313216,0.077411525
cana398.rwl.csv,CANA398,J9813,J9813N,J9813S,1901,1953,53,2.72E-13,0.000421932,0.14508851,0.090837424,0.688271593,-0.005576755,0.218176023
cana398.rwl.csv,CANA398,J9819,J9819N,J9819S,1901,1997,97,0.221517313,2.98E-12,0.119305864,0.10161329,1.078793053,0.0059427,0.402634667
cana398.rwl.csv,CANA398,J9822,J9822N,J9822S,1901,1989,89,0.000149984,1.01E-15,0.263554889,0.1952754,0.968688226,0.006487185,0.524931236
cana399.rwl.csv,CANA399,A0006,A0006N,A0006S,1901,1938,38,0.001252043,0.000416191,0.051199919,0.117450976,1.208386383,0.017285322,0.295842013
cana399.rwl.csv,CANA399,A0014,A0014N,A0014S,1901,1999,99,0.001766119,5.04E-05,0.343545477,0.319848735,1.123466756,0.003395469,0.156551599
cana399.rwl.csv,CANA399,A0016,A0016N,A0016S,1901,1980,80,0.032268909,2.35E-05,0.086066706,0.07994745,1.10853569,-0.005401522,0.20604001
cana399.rwl.csv,CANA399,A0030,A0030N,A0030S,1901,1971,71,9.46E-06,0.001446428,0.121408543,0.159367611,1.097690686,0.003225695,0.137650198
cana399.rwl.csv,CANA399,L0008,L0008N,L0008S,1901,1999,99,0.585994533,0.026155487,0.142408964,0.136348328,1.088631741,0.004079388,0.04995798
cana399.rwl.csv,CANA399,L0012,L0012N,L0012S,1901,1991,91,0.000294339,2.93E-11,0.182993964,0.22405213,1.19837318,-0.013050789,0.393228304
cana400.rwl.csv,CANA400,V0006,V0006N,V0006S,1901,1966,66,3.83E-15,8.51E-07,0.050693503,0.043299426,0.710771337,-0.007105351,0.317239243
cana400.rwl.csv,CANA400,V0010,V0010N,V0010S,1901,1996,96,7.01E-07,4.37E-05,0.125187936,0.14885072,1.710417226,0.025911025,0.16357999
cana400.rwl.csv,CANA400,V0012,V0012N,V0012S,1901,1999,99,9.10E-08,0.000243164,0.076874301,0.096555489,0.788774554,0.006413401,0.130219745
cana400.rwl.csv,CANA400,V0014,V0014N,V0014S,1901,1999,99,1.04E-16,6.68E-10,0.059295239,0.058095848,0.765530441,-0.004540543,0.326228553
cana400.rwl.csv,CANA400,V0022,V0022N,V0022S,1901,1999,99,1.09E-17,1.19E-06,0.18398069,0.149590522,1.602691085,0.009695625,0.216812683
cana402.rwl.csv,CANA402,R0006,R0006N,R0006S,1901,1998,98,0.10548061,8.39E-14,0.123677354,0.122113682,0.994303903,-0.008615169,0.441893675
cana402.rwl.csv,CANA402,R0012,R0012N,R0012S,1901,1999,99,7.90E-08,0.011586691,0.132002923,0.116199631,0.948152945,0.001807069,0.063905739
cana402.rwl.csv,CANA402,R0014,R0014N,R0014S,1901,1999,99,2.27E-21,0.012016543,0.259007382,0.334095653,1.411165659,0.003202623,0.06327879
cana402.rwl.csv,CANA402,R0018,R0018N,R0018S,1901,1999,99,5.71E-11,0.000483329,0.245225341,0.158653699,0.868651857,-0.00227956,0.118559461
cana402.rwl.csv,CANA402,R0020,R0020N,R0020S,1901,1999,99,2.80E-14,1.65E-05,0.330256885,0.292818652,0.821189753,-0.002756225,0.174939657
cana402.rwl.csv,CANA402,R0024,R0024N,R0024S,1901,1999,99,0.142459182,0.000394282,0.228245131,0.24934695,0.96133303,-0.002763852,0.122024887
cana402.rwl.csv,CANA402,R0025,R0025N,R0025S,1901,1999,99,1.47E-37,7.81E-05,0.086839467,0.199149822,2.052607053,-0.006445677,0.149280255
cana402.rwl.csv,CANA402,R0027,R0027N,R0027S,1901,1999,99,0.022679003,2.50E-10,0.182731389,0.127041518,1.040496842,0.007145611,0.339513189
cana402.rwl.csv,CANA402,R0029,R0029N,R0029S,1901,1998,98,2.68E-13,1.50E-18,0.105967674,0.102360148,1.57469539,0.01539748,0.554578556
cana402.rwl.csv,CANA402,R0038,R0038N,R0038S,1901,1999,99,0.140229954,0.033675614,0.255292436,0.186639687,1.200693007,0.003151478,0.045669814
cana403.rwl.csv,CANA403,T0008,T0008N,T0008S,1901,1999,99,0.000790085,0.006824991,0.067541194,0.088167775,0.900841539,-0.002885604,0.073031276
cana403.rwl.csv,CANA403,T0011,T0011N,T0011S,1901,1999,99,3.17E-11,0.022462993,0.114805676,0.086314898,0.88634969,0.001310329,0.052551897
cana404.rwl.csv,CANA404,AV402,AV402N,AV402S,1901,1992,92,0.164851247,1.04E-06,0.085781517,0.064427354,1.113794555,0.010775375,0.240963064
cana404.rwl.csv,CANA404,AV411,AV411N,AV411S,1901,1993,93,0.533659782,0.002098198,0.087864249,0.071679576,1.226558192,0.010707707,0.10138759
cana411.rwl.csv,CANA411,LV777,LV777N,LV777S,1912,1986,75,9.86E-07,0.000309522,0.426165049,0.459764805,1.293199106,0.007526235,0.164271421
cana411.rwl.csv,CANA411,LV779,LV779N,LV779S,1906,1986,81,0.255534765,0.018041107,0.325203782,0.326452216,0.988375885,-0.002708191,0.068755562
cana411.rwl.csv,CANA411,LV795,LV795N,LV795S,1914,1986,73,5.33E-23,4.86E-12,0.469318177,0.423881687,1.74005445,0.021528746,0.491822655
cana413.rwl.csv,CANA413,M8834,M8834N,M8834S,1901,1987,87,4.58E-25,0.001070055,0.113666507,0.264637158,1.857864867,0.006355424,0.118952445
cana413.rwl.csv,CANA413,M8856,M8856N,M8856S,1901,1987,87,6.06E-25,9.96E-07,0.149800723,0.104145047,0.626424005,-0.003795895,0.246650756
cana413.rwl.csv,CANA413,M8861,M8861N,M8861S,1901,1987,87,0.006600399,3.29E-17,0.12423441,0.122630986,1.16384135,-0.009647341,0.573383404
cana416.rwl.csv,CANA416,RP404,RP404N,RP404S,1901,1979,79,8.51E-08,0.006966681,0.184100134,0.242220939,1.157581638,-0.003404028,0.091932882
cana416.rwl.csv,CANA416,RP413,RP413N,RP413S,1901,1993,93,7.05E-19,0.000265633,0.217363231,0.241545011,1.505933417,0.00901616,0.138062783
cana416.rwl.csv,CANA416,RP414,RP414N,RP414S,1901,1991,91,1.22E-13,0.000222549,0.228751295,0.181081003,0.750842004,-0.003902898,0.14423734
cana416.rwl.csv,CANA416,RP416,RP416N,RP416S,1901,1992,92,7.36E-13,1.84E-08,0.191318257,0.214521768,1.456473509,0.012564846,0.300644451
cana416.rwl.csv,CANA416,RP417,RP417N,RP417S,1901,1992,92,0.961631598,0.002845381,0.160521129,0.163474393,1.02250108,-0.004599212,0.095709321
cana422.rwl.csv,CANA422,TW403,TW403N,TW403S,1901,1993,93,0.005177672,0.002339653,0.055667147,0.06068739,0.945002557,-0.002989514,0.098304807
cana425.rwl.csv,CANA425,WP461,WP461N,WP461S,1901,1993,93,5.86E-13,3.90E-13,0.367648066,0.304547465,0.676418063,-0.007021887,0.444876593
cana426.rwl.csv,CANA426,JB842,JB842N,JB842S,1901,2007,107,7.30E-07,2.56E-09,0.482034021,0.390887406,0.923716716,0.003351763,0.287931473
cana426.rwl.csv,CANA426,JB845,JB845N,JB845S,1901,2008,108,5.65E-18,1.16E-15,0.280078551,0.827062052,2.207384788,0.02298861,0.455405024
cana426e.rwl.csv,CANA426E,JB842,JB842N,JB842S,1901,2007,107,0.897510131,1.64E-08,0.376164459,0.324049605,1.053621489,0.004617411,0.262898628
cana426e.rwl.csv,CANA426E,JB845,JB845N,JB845S,1901,2008,108,1.82E-16,3.50E-16,0.236078405,0.670996293,2.16011219,0.023451962,0.467502932
cana426l.rwl.csv,CANA426L,JB842,JB842N,JB842S,1901,2007,107,1.63E-24,0.004879646,0.148240845,0.094478308,0.640330253,0.002707114,0.073016879
cana427.rwl.csv,CANA427,JY802,JY802N,JY802S,1901,2008,108,0.003231233,0.010362831,0.698653108,0.883236534,0.904947906,-0.004169823,0.060386126
cana427.rwl.csv,CANA427,JY819,JY819N,JY819S,1901,2008,108,0.808428363,0.003349367,0.593016092,0.770658217,0.991878483,-0.002289504,0.07833746
cana427e.rwl.csv,CANA427E,JY802,JY802N,JY802S,1901,2008,108,0.005252478,0.002899459,0.353213441,0.461274393,0.925176851,-0.004428176,0.080632243
cana427e.rwl.csv,CANA427E,JY819,JY819N,JY819S,1901,2008,108,0.193801433,0.008030666,0.419698286,0.52403654,0.961718893,-0.002193886,0.064431171
cana428.rwl.csv,CANA428,A7K06,A7K06N,A7K06S,1901,2006,106,2.54E-08,1.70E-07,0.357842089,0.330629727,1.285806913,0.006508712,0.232209196
cana428.rwl.csv,CANA428,A7K20,A7K20N,A7K20S,1901,2006,106,2.21E-24,0.045050661,0.284693237,0.27155692,0.826726937,-0.000790386,0.038064658
cana428.rwl.csv,CANA428,A7K22,A7K22N,A7K22S,1901,2006,106,0.169336684,6.76E-07,0.491706597,0.446676041,1.013733313,0.003467027,0.212160896
cana430.rwl.csv,CANA430,A2320,A2320N,A2320S,1901,1981,81,0.634941003,0.024617054,0.103477647,0.075665565,1.049728366,-0.002376189,0.062309811
cana430.rwl.csv,CANA430,A8719,A8719N,A8719S,1901,1964,64,0.442012375,3.08E-17,0.276215208,0.075688474,1.34648159,-0.028707673,0.685970588
cana430.rwl.csv,CANA430,A8724,A8724N,A8724S,1901,1986,86,2.80E-06,1.24E-14,0.084509124,0.238409802,1.281244571,0.014724097,0.509304077
cana430.rwl.csv,CANA430,A8730,A8730N,A8730S,1901,1986,86,3.36E-21,9.51E-07,0.058781052,0.061527857,1.488180688,0.00884963,0.249988081
cana430.rwl.csv,CANA430,A8812,A8812N,A8812S,1901,1987,87,0.031008591,0.048794218,0.033842805,0.037415502,0.964609862,0.001818907,0.044904494
cana430.rwl.csv,CANA430,A8816,A8816N,A8816S,1901,1987,87,5.50E-13,3.27E-16,0.16424916,0.089461695,0.840670237,-0.005473905,0.545355252
cana430.rwl.csv,CANA430,A8817,A8817N,A8817S,1901,1987,87,4.16E-44,2.07E-05,0.046466424,0.071902954,1.945043545,0.006360729,0.193048125
cana430.rwl.csv,CANA430,A8821,A8821N,A8821S,1901,1986,86,1.03E-06,2.60E-05,0.042717697,0.068304961,1.207433444,-0.00576743,0.190904475
cana430.rwl.csv,CANA430,A8827,A8827N,A8827S,1901,1987,87,0.001729098,0.00407207,0.066366942,0.05042906,1.147241413,-0.003589047,0.093027576
cana430.rwl.csv,CANA430,A8832,A8832N,A8832S,1901,1987,87,5.80E-20,0.000559319,0.167584136,0.05608329,0.620095739,0.00285155,0.13142004
cana432.rwl.csv,CANA432,B9243,B9243N,B9243S,1936,1991,56,6.27E-38,0.007782998,0.516406665,0.051420093,0.053363594,-0.000579676,0.123981627
cana433.rwl.csv,CANA433,B8291,B8291N,B8291S,1901,1981,81,2.61E-14,0.000339418,0.191906935,0.246477405,0.819651892,-0.002937536,0.150867671
cana435.rwl.csv,CANA435,M9104,M9104N,M9104S,1901,1990,90,0.500424164,2.52E-16,0.397900561,0.561318628,0.942133486,-0.008646504,0.535648311
cana435.rwl.csv,CANA435,M9142,M9142N,M9142S,1901,1990,90,1.37E-19,1.33E-07,0.150641781,0.096214816,0.781905418,-0.002964618,0.27233135
cana435.rwl.csv,CANA435,M9155,M9155N,M9155S,1901,1990,90,0.550343656,2.06E-28,0.059394468,0.038278335,1.194582991,-0.016789867,0.752391803
cana437.rwl.csv,CANA437,G9111,G9111N,G9111S,1901,1942,42,9.06E-05,8.34E-09,0.043843376,0.054282887,0.907549569,-0.008443357,0.568095771
cana437.rwl.csv,CANA437,G9112,G9112N,G9112S,1901,1990,90,2.80E-31,3.88E-21,0.26205888,0.096573053,0.505305751,0.00513091,0.63833082
cana438.rwl.csv,CANA438,Q8840,Q8840N,Q8840S,1901,1987,87,0.303549481,0.006466313,0.134726053,0.096241727,1.144279441,0.004685862,0.084012411
cana440.rwl.csv,CANA440,LL816,LL816N,LL816S,1901,1943,43,7.91E-11,0.037137895,0.072414459,0.059756798,1.406052917,-0.008563713,0.101690991
cana440.rwl.csv,CANA440,L8321,L8321N,L8321S,1901,1982,82,0.00031943,1.31E-06,0.086988579,0.12657636,1.12418876,0.005338539,0.255007954
cana441.rwl.csv,CANA441,LS743,LS743N,LS743S,1901,1986,86,1.59E-31,0.005611087,0.270082345,0.216415551,0.741873969,0.00124307,0.087770916
cana441.rwl.csv,CANA441,LS756,LS756N,LS756S,1901,1986,86,0.013565492,2.22E-06,0.150600485,0.186445328,0.907264628,0.005855701,0.235219856
cana442.rwl.csv,CANA442,B3M12,B3M12N,B3M12S,1901,2002,102,1.90E-14,6.52E-08,0.599083006,0.328772043,0.735312656,-0.003786892,0.254307885
cana443.rwl.csv,CANA443,W8816,W8816N,W8816S,1901,1987,87,1.05E-26,0.012262323,0.086220811,0.056944615,0.600454065,0.001978629,0.071539302
cana446.rwl.csv,CANA446,Q9106,Q9106N,Q9106S,1901,1937,37,6.97E-22,0.009414076,0.049245051,0.093545448,2.09721027,-0.01377046,0.177469106
cana449.rwl.csv,CANA449,T9120,T9120N,T9120S,1901,1967,67,0.011252695,2.48E-09,0.049425007,0.047153243,1.093762082,-0.007832287,0.423650432
cana452.rwl.csv,CANA452,W9207,W9207N,W9207S,1901,1991,91,1.33E-14,1.92E-07,0.250325844,0.359346239,1.226656691,-0.004455157,0.263877192
cana453.rwl.csv,CANA453,V9101,V9101N,V9101S,1901,1990,90,0.110092266,3.47E-08,0.058732875,0.082334539,1.087005516,0.006665107,0.293651151
cana454.rwl.csv,CANA454,B3T17,B3T17N,B3T17S,1901,2002,102,2.29E-38,0.01203339,0.320386398,0.303731249,0.70307652,-0.001060124,0.061407464
cana457.rwl.csv,CANA457,Y9142,Y9142N,Y9142S,1901,1945,45,6.45E-06,0.022940727,0.329737882,0.235830148,1.33750389,-0.010120793,0.114581114
cana572.rwl.csv,CANA572,CRA21,CRA21N,CRA21S,1901,1998,98,0.176096639,5.66E-06,0.269135203,0.313733616,1.054326095,-0.004263439,0.194003872
cana572.rwl.csv,CANA572,CRA09,CRA09N,CRA09S,1901,1998,98,3.13E-15,4.87E-13,0.08307352,0.112801715,1.244363537,0.00554202,0.421348632
cana572.rwl.csv,CANA572,CRA10,CRA10N,CRA10S,1901,1998,98,2.01E-15,4.41E-05,0.111854102,0.159393608,1.504583349,0.006654943,0.160294876
cana592.rwl.csv,CANA592,YB0008,YB0008N,YB0008S,1901,1998,98,1.70E-06,7.01E-25,0.209351349,0.274710588,0.840120045,0.015521804,0.670590076
cana592b.rwl.csv,CANA592B,YB0008,YB0008N,YB0008S,1901,1998,98,4.46E-25,5.61E-12,0.107830052,0.10878519,1.13773905,0.00221772,0.391567189
cana592b.rwl.csv,CANA592B,YB0009,YB0009N,YB0009S,1901,1998,98,7.03E-41,0.001106722,0.104672095,0.083428189,1.184574394,0.001017223,0.105424423
cana593.rwl.csv,CANA593,YNG915,YNG915N,YNG915S,1901,1998,98,0.03279096,0.000119459,0.1064631,0.074685829,1.0055093,0.005062586,0.143562487
